Loan Amount,Funded Amount,Loan Term,Interest Rate,Loan Grade,Loan SubGrade,Employee Title,Employemen Length,Annual Income,Verification Status,Loan Issued Date,Loan Status,Loan Purpose,Title,Address State,Month since last Delinquency,Outstanding Principal,Total Payment,Total Recvd Principal,Total Recvd Interest,Total Recvd Late fees
4000,4000, 60 months,15.95%,E,E1,Highlands Greenhouses,10+ years,31000,Verified,11-Jan,Charged Off,debt_consolidation,Jakes personal loan,FL,41,0,1833.98,828.68,814.37,0
15250,15250, 60 months,15.20%,D,D4,FEDERAL GOV'T --SSA,10+ years,98279,Verified,11-Jan,Charged Off,debt_consolidation,PAY OFF MY DEBT ,NY,,0,4608.4,1999.69,2608.31,0
5000,5000, 36 months,6.54%,A,A4,Dolphin Bay Resort& Spa,5 years,40800,Source Verified,11-Jan,Charged Off,debt_consolidation,Debt consolidation and a little help ,CA,80,0,5473.3,4934.12,532.08,0
15000,15000, 60 months,16.32%,E,E2,NCM Media Networks,4 years,100000,Source Verified,11-Jan,Charged Off,home_improvement,Kelley,AL,,0,8094.9,3717.46,3694.14,18.046688
14500,14500, 36 months,15.57%,D,D5,MOORE COUNTY ROAD & BRIDGE,6 years,48000,Source Verified,11-Jan,Charged Off,debt_consolidation,john debt consolidation,TX,,0,13174.46,9761.88,3392.56,0
9000,9000, 60 months,15.57%,D,D5,walt disney world,3 years,34000,Source Verified,11-Jan,Charged Off,debt_consolidation,pay off credit cards,FL,17,0,9756.9,6049.65,3685.42,0
15250,15250, 60 months,20.03%,G,G2,On Deck Capital,< 1 year,55000,Source Verified,11-Jan,Charged Off,debt_consolidation,Personal,NY,,0,5680.27,2331.41,3315.87,20.15732852
15000,15000, 60 months,12.23%,C,C1,City of San Leandro,8 years,95000,Verified,11-Jan,Charged Off,major_purchase,In the Rough,CA,11,0,18210.6,12780.34,5027.01,16.77
5600,5600, 60 months,13.35%,C,C4,Verizon Communications,6 years,60000,Verified,11-Jan,Charged Off,wedding,Wedding,CA,,0,2697.26,1385.76,1047.52,14.97517104
3000,3000, 36 months,6.91%,A,A5,,n/a,24000,Not Verified,11-Jan,Charged Off,credit_card,Good Habits Mean Success,NY,,0,2325.12,2082.25,227.57,14.98216409
5000,5000, 60 months,13.72%,C,C5,Allison Photography,8 years,36000,Not Verified,11-Jan,Charged Off,medical,Allison's loan,GA,28,0,2636.3,1369.99,1044.42,0
16000,16000, 60 months,12.23%,C,C1,Blockbuster,10+ years,60000,Source Verified,11-Jan,Charged Off,debt_consolidation,consolidate,NC,,0,19966.98,14218.84,5393.94,17.89
15000,15000, 60 months,18.54%,F,F3,MGroup Consultants,3 years,60000,Source Verified,11-Jan,Charged Off,debt_consolidation,Ed's personal loan,NY,63,0,5487.78,1624,3863.07,0
12250,12250, 36 months,6.91%,A,A5,School District of Oconee County,4 years,40000,Verified,11-Jan,Charged Off,debt_consolidation,Debt consolidation,SC,,0,13159.68,11721,1360.75,0
10000,10000, 60 months,15.57%,D,D5,LPL Financial,< 1 year,72000,Source Verified,11-Jan,Charged Off,credit_card,credit_card,FL,,0,3174.68,1286.45,1356.79,29.9585187
25000,25000, 36 months,15.57%,D,D5,Customs and Border Protection,10+ years,81000,Verified,11-Jan,Charged Off,debt_consolidation,Carlscreditresolve,CA,72,0,27359.07,18330.33,6350.07,0
12000,12000, 36 months,12.98%,C,C3,AT&T,3 years,60000,Source Verified,11-Jan,Charged Off,debt_consolidation,Debt Consolidation Loan,CA,10,0,7113.54,5083.83,1777.54,0
10750,10750, 36 months,15.20%,D,D4,Questmark Flooring,< 1 year,24000,Source Verified,11-Jan,Charged Off,debt_consolidation,College Repayment,PA,,0,3587.23,1982.78,1087.42,18.656625
10000,10000, 36 months,10.36%,B,B5,Riva Restaurant,10+ years,40000,Source Verified,11-Jan,Charged Off,debt_consolidation,get outta debt,IL,33,0,3892.44,2992.82,895.42,0
10000,10000, 36 months,12.61%,C,C2,Highland Al-Hujaz Company,< 1 year,132000,Not Verified,11-Jan,Charged Off,debt_consolidation,Personal Loan,CO,73,0,5361.12,3974.77,1373.23,0
4200,4200, 60 months,15.57%,D,D5,Antelope Valley High School District,5 years,38664,Source Verified,11-Jan,Charged Off,moving,Seths Loan,CA,,0,3479.06,1762.61,1364.98,0
14000,14000, 36 months,6.17%,A,A3,First American Title,5 years,132000,Verified,11-Jan,Charged Off,wedding,Wedding and Timeshare,CA,,0,5851.53,4635.25,888.26,0
8300,8300, 36 months,12.61%,C,C2,,n/a,22800,Verified,11-Jan,Charged Off,debt_consolidation,freedom,CA,,0,2224.88,1580.33,638.71,0
13750,13750, 36 months,9.62%,B,B3,PA Dept. of Corrections,9 years,65000,Verified,11-Jan,Charged Off,debt_consolidation,abloan,PA,,0,882.46,663.57,217.45,0
6000,6000, 36 months,14.09%,D,D1,Hertz Local Edition,2 years,60000,Verified,11-Jan,Charged Off,debt_consolidation,One Easy Payment,CA,,0,4864.16,3529.09,1181.77,0
6000,6000, 36 months,6.91%,A,A5,Riverside County,6 years,26400,Verified,11-Jan,Charged Off,debt_consolidation,Combine Bills,CA,,0,925.1,760.32,163.88,0
8000,8000, 36 months,6.54%,A,A4,Lepko Finishing,6 years,42000,Not Verified,11-Jan,Charged Off,home_improvement,Loan 10K,PA,,0,2136.91,606.69,127.11,0
23000,23000, 36 months,6.17%,A,A3,East Windsor Regional School District,10+ years,98000,Verified,11-Jan,Charged Off,debt_consolidation,Get Out of Debt 2011,NJ,,0,16835.52,14844.33,1976.79,0
9250,9250, 60 months,10.36%,B,B5,Wickman Gardens,5 years,26000,Source Verified,11-Jan,Charged Off,credit_card,lending club,MO,,0,6055.98,3860.6,1885.15,0
15000,15000, 60 months,16.32%,E,E2,JP Morgan Chase,10+ years,33600,Verified,11-Jan,Charged Off,debt_consolidation,Debt Loan,NY,,0,21305.14,14045.99,6857.87,0
9600,9600, 60 months,12.61%,C,C2,SDCR,2 years,60000,Not Verified,11-Jan,Charged Off,debt_consolidation,Good bye high interest cards!!!,CA,,0,1949.62,1080.68,859.18,0
10000,10000, 60 months,15.20%,D,D4,New York County Clerk,10+ years,49000,Source Verified,11-Jan,Charged Off,credit_card,Get out of debt,NY,19,0,2628.56,1310.72,1306.29,0
20000,20000, 36 months,8.88%,B,B1,United States Aviation Underwriters,10+ years,40000,Verified,11-Jan,Charged Off,credit_card,My Loan,NY,,0,18059.19,15057.79,2718.05,0
4000,4000, 36 months,13.35%,C,C4,Best Buy,3 years,15996,Verified,11-Jan,Charged Off,debt_consolidation,L.Priebe 1/1/11,MI,,0,3980.49,3079.04,831.61,0
1500,1500, 36 months,13.72%,C,C5,Internal Revenue Service,2 years,30996,Verified,11-Jan,Charged Off,other,Bill Stress Freedom,UT,23,0,1174.61,885.38,287.62,0
18000,18000, 60 months,15.95%,E,E1,Marriott Marina Del Rey ,5 years,52800,Verified,11-Jan,Charged Off,debt_consolidation,bills,CA,,0,437.25,197.12,238.18,0
14000,14000, 36 months,6.17%,A,A3,Santa Rosa High School,5 years,75000,Source Verified,11-Jan,Charged Off,credit_card,Living Debt-Free,CA,,0,3842.91,3258.97,580.88,0
4000,4000, 36 months,12.61%,C,C2,"Lowndes, Drosdick, Kantor ",4 years,45600,Not Verified,11-Jan,Charged Off,credit_card,capital One payoff..,FL,15,0,3484.78,2726.84,748.58,0
16800,16800, 36 months,6.17%,A,A3,The Herald-Dispatch,3 years,43200,Not Verified,11-Jan,Charged Off,debt_consolidation,Debt Consolidation Loan,WV,,0,8798.24,7538.39,1259.3,0
18000,18000, 60 months,16.32%,E,E2,Interval International,1 year,55000,Source Verified,11-Jan,Charged Off,debt_consolidation,Debt Consolidation Jan 2011,FL,,0,16077.08,7822.89,6855.94,0
15000,15000, 60 months,15.20%,D,D4,Farmer Brothers Coffee Co.,3 years,53000,Source Verified,11-Jan,Charged Off,debt_consolidation,Stress Free,CA,35,0,9885.65,5124.67,4194.02,0
10000,10000, 60 months,15.57%,D,D5,,3 years,48000,Source Verified,11-Jan,Charged Off,small_business,Business,NY,,0,1413.44,336.82,625.91,14.94361995
5000,5000, 36 months,6.54%,A,A4,,9 years,56400,Not Verified,11-Jan,Charged Off,debt_consolidation,The Right Way,FL,46,0,3927.47,3351.62,465.75,0
5000,5000, 36 months,8.88%,B,B1,Meals on Wheels Inc of Tarrant County,< 1 year,30000,Not Verified,11-Jan,Charged Off,debt_consolidation,please help me,TX,,0,1274.76,997.41,269.87,0
15000,15000, 36 months,9.99%,B,B4,Needhams Companies,6 years,102000,Source Verified,11-Jan,Charged Off,debt_consolidation,Credit Card Consolidation,PA,,0,10677.92,6923.31,1765.06,24.13699219
10000,10000, 60 months,16.69%,E,E3,,3 years,60000,Verified,11-Jan,Charged Off,other,Hospital Bills,AZ,25,0,1417.67,438.6,545.24,0
9800,9800, 60 months,9.25%,B,B2,surerhands lift and care,8 years,39000,Verified,11-Jan,Charged Off,car,auto,NJ,30,0,8185.2,6005.85,2158.26,0
5000,5000, 36 months,13.72%,C,C5,citigroup,4 years,28000,Verified,11-Jan,Charged Off,debt_consolidation,personal loan,NY,22,0,1409.07,817,372.39,29.94373144
14000,14000, 36 months,6.54%,A,A4,Compass Group,< 1 year,42000,Verified,11-Jan,Charged Off,small_business,Business expansion,FL,,0,6348.67,2506.04,492.13,0
15000,15000, 36 months,16.32%,E,E2,Service By Air Inc,10+ years,170000,Verified,11-Jan,Charged Off,credit_card,Credit Crd Refinance,CA,38,0,10594.6,7417.34,3160.46,0
6500,6500, 36 months,6.54%,A,A4,American Honda,10+ years,64800,Source Verified,11-Jan,Charged Off,debt_consolidation,Debt Consolidation Loan,GA,26,0,3986.8,3437.6,530.6,0
16000,16000, 60 months,9.62%,B,B3,holiday inn,4 years,60000,Verified,11-Jan,Charged Off,debt_consolidation,personal,NY,,0,10783.04,7534.18,3245.89,0
8000,8000, 60 months,13.35%,C,C4,Pioneer Prep,< 1 year,36000,Not Verified,11-Jan,Charged Off,debt_consolidation,Ericas Loan,AZ,,0,7522.27,4859.29,2639.67,0
3450,3450, 60 months,9.99%,B,B4,Hallmark Personnel ,< 1 year,70000,Not Verified,11-Jan,Charged Off,other,Consolidation Loan ,CA,,0,1679,1015.09,521.36,0
7025,7025, 36 months,6.54%,A,A4,FANYC ,< 1 year,36500,Not Verified,11-Jan,Charged Off,debt_consolidation,Debtbuster!,NY,,0,5386,4719.11,653.39,0
6800,6800, 36 months,6.54%,A,A4,United Nations,< 1 year,54000,Not Verified,11-Jan,Charged Off,credit_card,Ada,NY,,0,1459.78,1215.37,238.67,0
4850,4850, 60 months,9.99%,B,B4,Deborah Heart & Lung Center,< 1 year,58000,Not Verified,11-Jan,Charged Off,debt_consolidation,Debt Consolidation Loan,NJ,,0,1133.33,717.35,414,0
1950,1950, 36 months,9.99%,B,B4,,< 1 year,100128,Not Verified,10-Dec,Charged Off,credit_card,Pay off my Credit Cards,NV,,0,497.24,188.61,62.43,0
7050,7050, 60 months,12.23%,C,C1,,n/a,33664.44,Not Verified,11-Jan,Charged Off,credit_card,Loan,NY,,0,630.6,346.05,280.15,0
8125,8125, 60 months,13.35%,C,C4,General Atomics,< 1 year,50000,Not Verified,10-Dec,Charged Off,credit_card,Lending Club Personal Loan,CA,,0,5589.9,3392.69,2194.21,0
5200,5200, 36 months,6.54%,A,A4,city of virginia beach,< 1 year,75000,Not Verified,11-Jan,Charged Off,debt_consolidation,Debt Payoff,VA,,0,2277.58,1894.75,331.76,44.9475
7300,7300, 36 months,9.99%,B,B4,,< 1 year,65000,Not Verified,11-Jan,Charged Off,debt_consolidation,freedom,CA,,0,6253.06,5034.07,1070.99,0
5000,5000, 60 months,9.99%,B,B4,Workforce Solutions,1 year,36000,Not Verified,11-Jan,Charged Off,other,Save More Money,TX,,0,1423.74,878.23,499.45,44.86581276
20000,20000, 36 months,20.40%,G,G3,Fresno Co Economic Opportunities Comm.,10+ years,50000,Verified,10-Dec,Charged Off,debt_consolidation,A Prosperous Partnership,CA,,0,5306.79,2548.51,1933.04,37.35149901
18200,18200, 60 months,14.83%,D,D3,Telco Asset Management Services,6 years,53000,Verified,11-Jan,Charged Off,credit_card,CC Consolidation (debt free in 5 years),IL,,0,12346.09,6432.7,5235.81,0
4000,4000, 36 months,6.17%,A,A3,,n/a,40000,Not Verified,11-Jan,Charged Off,medical,Medical,PA,,0,1118.82,824.39,149.45,0
25000,25000, 36 months,10.36%,B,B5,Academy for Urban Leadership,< 1 year,50004,Verified,11-Jan,Charged Off,debt_consolidation,DEbt consilidation,NJ,,0,21529.41,17239.26,3828.63,0
7000,7000, 36 months,12.98%,C,C3,USPS,10+ years,67350,Not Verified,11-Jan,Charged Off,debt_consolidation,Paul,MA,,0,5992.37,4473.13,1328.94,44.91221374
13000,13000, 60 months,12.23%,C,C1,wagner and hunt pa,10+ years,65000,Source Verified,11-Jan,Charged Off,credit_card,loan,WA,,0,5523.3,3290.1,2219.52,0
12000,12000, 60 months,14.46%,D,D2,Navy,10+ years,82000,Source Verified,11-Jan,Charged Off,debt_consolidation,Debt Free,FL,,0,3369.03,1480.1,1888.01,0
6000,6000, 36 months,8.88%,B,B1,beantree learning,5 years,53000,Source Verified,11-Jan,Charged Off,medical,Baby1,WV,12,0,6475.98,5608.45,850.19,0
3000,3000, 36 months,6.17%,A,A3,,n/a,48000,Not Verified,10-Dec,Charged Off,home_improvement,paint loan,NM,,0,1189.5,1018.95,169.25,0
10000,10000, 36 months,5.79%,A,A2,Heartland Express of Iowa,10+ years,55000,Not Verified,10-Dec,Charged Off,major_purchase,1991 Airstream ,FL,,0,5458.86,4773.46,673.88,0
10000,10000, 60 months,15.95%,E,E1,Newcovenant Fellow Church,10+ years,38400,Source Verified,10-Dec,Charged Off,other,End of the year loan 2010,GA,,0,3638.45,1040.89,1138.19,0
5000,5000, 60 months,12.61%,C,C2,Colorado Dept. of Corrections/ Sterling,10+ years,46800,Verified,10-Dec,Charged Off,debt_consolidation,Mel's Loan,CO,,0,2522.89,832.29,630.21,0
5500,5500, 60 months,14.46%,D,D2,hard rock casino,4 years,65000,Verified,11-Jan,Charged Off,credit_card,visa card,FL,,0,373.96,62.66,65.89,0
12000,12000, 60 months,14.83%,D,D3,Brendle Fire Equipment,5 years,30160,Not Verified,10-Dec,Charged Off,credit_card,Out of dept,AL,,0,10477.11,5500.82,4060.04,14.90835352
22000,22000, 36 months,8.88%,B,B1,Med Star Health - Harbor hospital,< 1 year,72500,Verified,11-Jan,Charged Off,debt_consolidation,Alicia's loan,MD,73,0,20951.1,17893.49,3055.92,0
11500,11500, 36 months,14.46%,D,D2,smart and final,5 years,25200,Not Verified,10-Dec,Charged Off,major_purchase,major purchase,CA,,0,2405.29,1370.36,1034.37,0
9200,9200, 60 months,14.83%,D,D3,,n/a,30000,Verified,10-Dec,Charged Off,other,Personal Loan,FL,11,0,1480.18,534.5,555.1,0
5000,5000, 36 months,10.36%,B,B5,Internal Revenue Service,10+ years,98000,Source Verified,10-Dec,Charged Off,vacation,Vacation,AR,48,0,4781.65,3898.2,800.87,14.98187872
8000,8000, 60 months,9.62%,B,B3,level 3 communications,10+ years,92000,Verified,10-Dec,Charged Off,wedding,shauns,CO,,0,1347.92,853.66,486.42,0
10000,10000, 60 months,9.62%,B,B3,"Alon, Inc",< 1 year,63000,Verified,11-Jan,Charged Off,home_improvement,Loan to remodel my kitchen,MD,10,0,9071.23,6639.65,2380.58,14.93020274
25000,25000, 60 months,17.06%,E,E4,BlueCava Inc.,< 1 year,118000,Verified,11-Jan,Charged Off,debt_consolidation,Consolidate Loan,CA,,0,29810.12,17111.39,11462.9,91.14
3700,3700, 36 months,6.91%,A,A5,Georgia State Government,10+ years,40000,Source Verified,10-Dec,Charged Off,debt_consolidation,December Loan,GA,,0,3056.39,2378.45,357.07,0
12000,12000, 60 months,10.36%,B,B5,Wal Mart,7 years,24000,Verified,11-Jan,Charged Off,debt_consolidation,Bettesbills,OH,,0,3085.2,1921.96,1147.16,0
20000,20000, 60 months,18.91%,F,F4,Reliant Rehabilitation Hospital,2 years,63000,Verified,10-Dec,Charged Off,debt_consolidation,Debt Consolidation,TX,71,0,9251,3646.41,4618.05,25.82650368
10000,10000, 36 months,6.54%,A,A4,NCO Financial System,2 years,43200,Source Verified,10-Dec,Charged Off,debt_consolidation,Pay off debt!,NC,,0,7856.72,6717.86,950.24,0
5500,5500, 60 months,16.32%,E,E2,University of Colorado,4 years,74000,Verified,10-Dec,Charged Off,vacation,vacation,CO,,0,6061.05,3678.07,2372.99,0
13000,13000, 36 months,9.25%,B,B2,Arc of Cape Cod,9 years,68000,Verified,10-Dec,Charged Off,credit_card,gm loan,MA,36,0,4187.82,2915.98,811.46,0
4500,4500, 36 months,5.79%,A,A2,Snap On Tools,3 years,50000,Not Verified,10-Dec,Charged Off,debt_consolidation,Lending Club Loan,FL,,0,3413.44,2955.68,369.11,0
10000,10000, 36 months,14.09%,D,D1,IBM,< 1 year,160000,Verified,10-Dec,Charged Off,home_improvement,Home Improvement,GA,24,0,6496.49,4411.45,1755.11,0
10000,10000, 60 months,12.61%,C,C2,City of New Britain,7 years,82000,Not Verified,10-Dec,Charged Off,house,Home Down Payment,CT,,0,5412.96,3262.56,2140.08,0
7000,7000, 60 months,18.17%,F,F2,Me Day Spa,1 year,49000,Not Verified,11-Jan,Charged Off,debt_consolidation,My Loan,FL,,0,4631.35,1989.69,2353.3,0
22000,22000, 60 months,12.61%,C,C2,RIT Rescue and Escape Systems,3 years,55000,Verified,10-Dec,Charged Off,debt_consolidation,CC Payoff,OH,,0,5458.09,3069.27,2381.89,0
7000,7000, 36 months,12.98%,C,C3,J&C Enterprises,3 years,60000,Source Verified,11-Jan,Charged Off,wedding,Albert's loan,FL,,0,4465.06,3156.32,1079.98,0
25000,25000, 60 months,14.46%,D,D2,Bonland Industries,4 years,97920,Source Verified,10-Dec,Charged Off,debt_consolidation,Consolidation,NY,80,0,12254.3,6063.32,5081.51,0
5000,5000, 36 months,12.61%,C,C2,Biotest Microbiology Corporation,3 years,70000,Source Verified,11-Jan,Charged Off,credit_card,Loan,CA,3,0,5576.58,843.1,342.62,0
12000,12000, 60 months,9.62%,B,B3,AT&T,4 years,80000,Source Verified,10-Dec,Charged Off,small_business,Working Capital for Cafe!!!!,GA,24,0,1263.65,793.54,467.31,0
1400,1400, 60 months,18.54%,F,F3,marcy correctional,10+ years,51000,Not Verified,10-Dec,Charged Off,debt_consolidation,debt,NY,2,0,488.73,277.11,210.42,0
9600,9600, 60 months,9.25%,B,B2,,n/a,51600,Verified,10-Dec,Charged Off,medical,medical/personal loan,FL,,0,4746.32,2869.84,1489.39,0
7000,7000, 36 months,9.25%,B,B2,,3 years,84000,Source Verified,10-Dec,Charged Off,debt_consolidation,josh ,FL,,0,1624.55,1018.84,303.29,29.91272044
25000,25000, 36 months,16.32%,E,E2,Pacific Maritime Association,9 years,85000,Source Verified,11-Jan,Charged Off,debt_consolidation,Consolidation,CA,,0,13294.68,8791.74,4501.26,0
12000,12000, 60 months,9.62%,B,B3,,n/a,42000,Not Verified,10-Dec,Charged Off,debt_consolidation,Loan Consolidation,AR,,0,14911.07,11730.68,3154.12,0
15000,15000, 36 months,6.91%,A,A5,Prime Marine Services,3 years,98004,Source Verified,10-Dec,Charged Off,home_improvement,Extention to house,LA,66,0,4260.37,3067.58,631.71,23.12829247
7750,7750, 36 months,9.99%,B,B4,Walgreens,2 years,36000,Verified,10-Dec,Charged Off,home_improvement,Jonathan's Consoldation and Home Improve,VA,,0,6695.9,5201.35,1348.44,0
3000,3000, 36 months,12.23%,C,C1,Hollow Creek Golf Club,7 years,55000,Source Verified,10-Dec,Charged Off,vacation,Holiday Vacation,MD,9,0,999.8,725.24,272.46,0
9000,9000, 60 months,10.36%,B,B5,department of defense,10+ years,85000,Source Verified,10-Dec,Charged Off,car,William Auto,FL,,0,578.49,346.63,228.95,0
25000,25000, 60 months,14.83%,D,D3,,10+ years,109000,Verified,10-Dec,Charged Off,small_business,LendingClub Startup Loan,CO,,0,9337.04,283.25,978.99,29.63
4500,4500, 36 months,9.99%,B,B4,,3 years,38000,Verified,10-Dec,Charged Off,car,Auto Loan,LA,,0,1451.9,1114.15,332.05,0
10000,10000, 60 months,14.46%,D,D2,Norfolk Southern Railroad,10+ years,140000,Verified,10-Dec,Charged Off,debt_consolidation,EAC Debt Reduction,GA,,0,8171.76,2860.02,2299.42,0
12000,12000, 36 months,9.99%,B,B4,State of Louisiana,6 years,58260,Not Verified,10-Dec,Charged Off,debt_consolidation,anay,LA,38,0,3871.5,2973.29,886.21,0
4000,4000, 60 months,13.72%,C,C5,Riverside Superior Court,3 years,36000,Not Verified,10-Dec,Charged Off,other,Personal,CA,11,0,847.5,425.03,392.28,29.97762408
2000,2000, 36 months,12.61%,C,C2,Metroclean Commercial Building Services,< 1 year,33000,Source Verified,10-Dec,Charged Off,credit_card,Rid the Ridiculous Interest Rates,TX,26,0,1590.83,1187.35,349.41,0
5000,5000, 36 months,8.88%,B,B1,Fry's Electronics  Inc.,6 years,304800,Source Verified,10-Dec,Charged Off,debt_consolidation,Debt Consolidation,TX,,0,3160.96,2468.37,541.23,0
10000,10000, 36 months,9.99%,B,B4,Waxie Sanitary Supply,4 years,73524,Source Verified,10-Dec,Charged Off,other,Wedding,CO,,0,9784.42,8100.97,1555.73,0
9000,9000, 60 months,12.23%,C,C1,,10+ years,74100,Verified,10-Dec,Charged Off,small_business,Expand My Real Estate Company,LA,,0,2415,1381.83,1018.05,0
15000,15000, 36 months,6.54%,A,A4,,10+ years,126000,Verified,10-Dec,Charged Off,debt_consolidation,Cady's out of debt plan,NH,24,0,5060.11,4269.89,782.85,0
8500,8500, 36 months,6.17%,A,A3,johnny rockets,< 1 year,23000,Not Verified,10-Dec,Charged Off,debt_consolidation,debt_consolidation,NY,,0,5444.25,4764.2,676.9,0
5000,5000, 36 months,12.61%,C,C2,IronStone Bank,3 years,60000,Not Verified,10-Dec,Charged Off,debt_consolidation,Consolidation Loan,GA,61,0,2513.1,1851.28,652.97,0
4500,4500, 36 months,12.61%,C,C2,Federal Deposit Insurance Corp,3 years,55362,Verified,10-Dec,Charged Off,debt_consolidation,Out of debt quicker,TX,5,0,4859.72,312.84,138.39,14.94926383
15000,15000, 36 months,8.88%,B,B1,Bank of America,6 years,87000,Verified,10-Dec,Charged Off,credit_card,GAC Credit Card,CA,,0,8850.77,6988.53,1564.53,0
5500,5500, 36 months,10.36%,B,B5,Logli,5 years,12000,Not Verified,10-Dec,Charged Off,medical,Medical Expense,IL,,0,2357.33,1646.43,492.57,0
8000,8000, 36 months,12.61%,C,C2,MODENA CAPITAL,< 1 year,96000,Not Verified,10-Dec,Charged Off,credit_card,DEBT CONSOLIDATION /NEW JOB/FRESH START,NY,,0,2325.11,935.47,399.08,0
25000,25000, 60 months,17.43%,E,E5,Summerlin Hospital,10+ years,90000,Source Verified,10-Dec,Charged Off,credit_card,Credit Card Elimination,NV,,0,6655.65,2508.28,3112.4,0
